species_id,canonical_scientific,primary_common,n_prompts,prompts
1361169,Antinoria agrostidea,,3,"[""a photo of Antinoria agrostidea"", ""a close-up photo of Antinoria agrostidea"", ""a wild plant of species Antinoria agrostidea""]"
1396663,Taraxacum pyrenaicum,,3,"[""a photo of Taraxacum pyrenaicum"", ""a close-up photo of Taraxacum pyrenaicum"", ""a wild plant of species Taraxacum pyrenaicum""]"
1667197,Crataegus coccinea,Pear-fruited cockspur-thorn,3,"[""a photo of Crataegus coccinea"", ""a close-up photo of Crataegus coccinea"", ""a wild plant of species Crataegus coccinea""]"
1362697,Xeranthemum cylindraceum,,3,"[""a photo of Xeranthemum cylindraceum"", ""a close-up photo of Xeranthemum cylindraceum"", ""a wild plant of species Xeranthemum cylindraceum""]"
1357085,Telephium imperati,,3,"[""a photo of Telephium imperati"", ""a close-up photo of Telephium imperati"", ""a wild plant of species Telephium imperati""]"
1397106,Vicia pyrenaica,Pyrenean vetch,3,"[""a photo of Vicia pyrenaica"", ""a close-up photo of Vicia pyrenaica"", ""a wild plant of species Vicia pyrenaica""]"
1359549,Vicia altissima,,3,"[""a photo of Vicia altissima"", ""a close-up photo of Vicia altissima"", ""a wild plant of species Vicia altissima""]"
1393617,Lobelia dortmanna,Dortmann's cardinalflower,3,"[""a photo of Lobelia dortmanna"", ""a close-up photo of Lobelia dortmanna"", ""a wild plant of species Lobelia dortmanna""]"
1396726,Teucrium dunense,,3,"[""a photo of Teucrium dunense"", ""a close-up photo of Teucrium dunense"", ""a wild plant of species Teucrium dunense""]"
1396869,Trifolium thalii,,3,"[""a photo of Trifolium thalii"", ""a close-up photo of Trifolium thalii"", ""a wild plant of species Trifolium thalii""]"
1363499,Paspalum vaginatum,Seashore paspalum,3,"[""a photo of Paspalum vaginatum"", ""a close-up photo of Paspalum vaginatum"", ""a wild plant of species Paspalum vaginatum""]"
1357672,Klasea nudicaulis,,3,"[""a photo of Klasea nudicaulis"", ""a close-up photo of Klasea nudicaulis"", ""a wild plant of species Klasea nudicaulis""]"
1363741,Trifolium suffocatum,Suffocated clover,3,"[""a photo of Trifolium suffocatum"", ""a close-up photo of Trifolium suffocatum"", ""a wild plant of species Trifolium suffocatum""]"
1425722,Trifolium physodes,,3,"[""a photo of Trifolium physodes"", ""a close-up photo of Trifolium physodes"", ""a wild plant of species Trifolium physodes""]"
1743743,Thapsia nestleri,,3,"[""a photo of Thapsia nestleri"", ""a close-up photo of Thapsia nestleri"", ""a wild plant of species Thapsia nestleri""]"
1359036,Thymus caespititius,Azores thyme,3,"[""a photo of Thymus caespititius"", ""a close-up photo of Thymus caespititius"", ""a wild plant of species Thymus caespititius""]"
1362387,Thymelaea pubescens,,3,"[""a photo of Thymelaea pubescens"", ""a close-up photo of Thymelaea pubescens"", ""a wild plant of species Thymelaea pubescens""]"
1389728,Verbena incompta,Purpletop vervain,3,"[""a photo of Verbena incompta"", ""a close-up photo of Verbena incompta"", ""a wild plant of species Verbena incompta""]"
1397086,Vicia cusnae,,3,"[""a photo of Vicia cusnae"", ""a close-up photo of Vicia cusnae"", ""a wild plant of species Vicia cusnae""]"
1418612,Carex firma,Dwarf pillow sedge,3,"[""a photo of Carex firma"", ""a close-up photo of Carex firma"", ""a wild plant of species Carex firma""]"
1397060,Veronica opaca,Broadsepal speedwell,3,"[""a photo of Veronica opaca"", ""a close-up photo of Veronica opaca"", ""a wild plant of species Veronica opaca""]"
1722697,Hemionitis tinaei,,3,"[""a photo of Hemionitis tinaei"", ""a close-up photo of Hemionitis tinaei"", ""a wild plant of species Hemionitis tinaei""]"
1396765,Thymelaea passerina,Annual thymelaea,3,"[""a photo of Thymelaea passerina"", ""a close-up photo of Thymelaea passerina"", ""a wild plant of species Thymelaea passerina""]"
1737486,Viola scabra,,3,"[""a photo of Viola scabra"", ""a close-up photo of Viola scabra"", ""a wild plant of species Viola scabra""]"
1396711,Teesdalia coronopifolia,Lesser shepherdscress,3,"[""a photo of Teesdalia coronopifolia"", ""a close-up photo of Teesdalia coronopifolia"", ""a wild plant of species Teesdalia coronopifolia""]"
1392762,Herniaria ciliolata,Fringed rupture-wort,3,"[""a photo of Herniaria ciliolata"", ""a close-up photo of Herniaria ciliolata"", ""a wild plant of species Herniaria ciliolata""]"
1397064,Veronica panormitana,,3,"[""a photo of Veronica panormitana"", ""a close-up photo of Veronica panormitana"", ""a wild plant of species Veronica panormitana""]"
1396764,Thymelaea dioica,,3,"[""a photo of Thymelaea dioica"", ""a close-up photo of Thymelaea dioica"", ""a wild plant of species Thymelaea dioica""]"
1397149,Viola hispida,Rouen pansy,3,"[""a photo of Viola hispida"", ""a close-up photo of Viola hispida"", ""a wild plant of species Viola hispida""]"
1361130,Wolffia arrhiza,Rootless duckweed,3,"[""a photo of Wolffia arrhiza"", ""a close-up photo of Wolffia arrhiza"", ""a wild plant of species Wolffia arrhiza""]"
1359039,Thymus hyemalis,,3,"[""a photo of Thymus hyemalis"", ""a close-up photo of Thymus hyemalis"", ""a wild plant of species Thymus hyemalis""]"
1697191,Viola cazorlensis,,3,"[""a photo of Viola cazorlensis"", ""a close-up photo of Viola cazorlensis"", ""a wild plant of species Viola cazorlensis""]"
1397140,Viola diversifolia,,3,"[""a photo of Viola diversifolia"", ""a close-up photo of Viola diversifolia"", ""a wild plant of species Viola diversifolia""]"
1397150,Viola hymettia,,3,"[""a photo of Viola hymettia"", ""a close-up photo of Viola hymettia"", ""a wild plant of species Viola hymettia""]"
1397156,Viola jordanii,,3,"[""a photo of Viola jordanii"", ""a close-up photo of Viola jordanii"", ""a wild plant of species Viola jordanii""]"
1359524,Trifolium squamosum,Sea clover,3,"[""a photo of Trifolium squamosum"", ""a close-up photo of Trifolium squamosum"", ""a wild plant of species Trifolium squamosum""]"
1396767,Thymelaea sanamunda,,3,"[""a photo of Thymelaea sanamunda"", ""a close-up photo of Thymelaea sanamunda"", ""a wild plant of species Thymelaea sanamunda""]"
1397553,Viola bertolonii,,3,"[""a photo of Viola bertolonii"", ""a close-up photo of Viola bertolonii"", ""a wild plant of species Viola bertolonii""]"
1655003,Setaria faberi,Chinese foxtail,3,"[""a photo of Setaria faberi"", ""a close-up photo of Setaria faberi"", ""a wild plant of species Setaria faberi""]"
1397184,Viola pumila,,3,"[""a photo of Viola pumila"", ""a close-up photo of Viola pumila"", ""a wild plant of species Viola pumila""]"
1362220,Centaurea acaulis,,3,"[""a photo of Centaurea acaulis"", ""a close-up photo of Centaurea acaulis"", ""a wild plant of species Centaurea acaulis""]"
1356500,Blitum virgatum,Strawberry goosefoot,3,"[""a photo of Blitum virgatum"", ""a close-up photo of Blitum virgatum"", ""a wild plant of species Blitum virgatum""]"
1397523,Viola corsica,,3,"[""a photo of Viola corsica"", ""a close-up photo of Viola corsica"", ""a wild plant of species Viola corsica""]"
1742112,Veronica satureiifolia,,3,"[""a photo of Veronica satureiifolia"", ""a close-up photo of Veronica satureiifolia"", ""a wild plant of species Veronica satureiifolia""]"
1743378,Vicia lentoides,,3,"[""a photo of Vicia lentoides"", ""a close-up photo of Vicia lentoides"", ""a wild plant of species Vicia lentoides""]"
1397181,Viola pinnata,,3,"[""a photo of Viola pinnata"", ""a close-up photo of Viola pinnata"", ""a wild plant of species Viola pinnata""]"
1359888,Kickxia lanigera,,3,"[""a photo of Kickxia lanigera"", ""a close-up photo of Kickxia lanigera"", ""a wild plant of species Kickxia lanigera""]"
1359054,Ziziphora hispanica,,3,"[""a photo of Ziziphora hispanica"", ""a close-up photo of Ziziphora hispanica"", ""a wild plant of species Ziziphora hispanica""]"
1397223,Wahlenbergia lobelioides,,3,"[""a photo of Wahlenbergia lobelioides"", ""a close-up photo of Wahlenbergia lobelioides"", ""a wild plant of species Wahlenbergia lobelioides""]"
1363672,Vicia ervilia,,3,"[""a photo of Vicia ervilia"", ""a close-up photo of Vicia ervilia"", ""a wild plant of species Vicia ervilia""]"
1743959,Thapsia tenuifolia,,3,"[""a photo of Thapsia tenuifolia"", ""a close-up photo of Thapsia tenuifolia"", ""a wild plant of species Thapsia tenuifolia""]"
1744638,Thapsia scabra,,3,"[""a photo of Thapsia scabra"", ""a close-up photo of Thapsia scabra"", ""a wild plant of species Thapsia scabra""]"
1360678,Daucus aureus,Golden carrot,3,"[""a photo of Daucus aureus"", ""a close-up photo of Daucus aureus"", ""a wild plant of species Daucus aureus""]"
1360810,Thapsia transtagana,,3,"[""a photo of Thapsia transtagana"", ""a close-up photo of Thapsia transtagana"", ""a wild plant of species Thapsia transtagana""]"
1741621,Thliphthisa purpurea,,3,"[""a photo of Thliphthisa purpurea"", ""a close-up photo of Thliphthisa purpurea"", ""a wild plant of species Thliphthisa purpurea""]"
1358142,Umbilicus heylandianus,,3,"[""a photo of Umbilicus heylandianus"", ""a close-up photo of Umbilicus heylandianus"", ""a wild plant of species Umbilicus heylandianus""]"
1390776,Carex brachystachys,,3,"[""a photo of Carex brachystachys"", ""a close-up photo of Carex brachystachys"", ""a wild plant of species Carex brachystachys""]"
1396124,Scrophularia oblongifolia,Green figwort,3,"[""a photo of Scrophularia oblongifolia"", ""a close-up photo of Scrophularia oblongifolia"", ""a wild plant of species Scrophularia oblongifolia""]"
1363359,Zannichellia palustris,Horned pondweed,3,"[""a photo of Zannichellia palustris"", ""a close-up photo of Zannichellia palustris"", ""a wild plant of species Zannichellia palustris""]"
1360876,Viola parvula,,3,"[""a photo of Viola parvula"", ""a close-up photo of Viola parvula"", ""a wild plant of species Viola parvula""]"
1744344,Thapsia asclepium,,3,"[""a photo of Thapsia asclepium"", ""a close-up photo of Thapsia asclepium"", ""a wild plant of species Thapsia asclepium""]"
1356821,Cerastium comatum,,3,"[""a photo of Cerastium comatum"", ""a close-up photo of Cerastium comatum"", ""a wild plant of species Cerastium comatum""]"
1394641,Antennaria carpatica,,3,"[""a photo of Antennaria carpatica"", ""a close-up photo of Antennaria carpatica"", ""a wild plant of species Antennaria carpatica""]"
1390466,Thymelaea velutina,,3,"[""a photo of Thymelaea velutina"", ""a close-up photo of Thymelaea velutina"", ""a wild plant of species Thymelaea velutina""]"
1564296,Teucrium compactum,,3,"[""a photo of Teucrium compactum"", ""a close-up photo of Teucrium compactum"", ""a wild plant of species Teucrium compactum""]"
1510328,Hieracium cryptanthum,,3,"[""a photo of Hieracium cryptanthum"", ""a close-up photo of Hieracium cryptanthum"", ""a wild plant of species Hieracium cryptanthum""]"
1524939,Tragopogon orientalis,,3,"[""a photo of Tragopogon orientalis"", ""a close-up photo of Tragopogon orientalis"", ""a wild plant of species Tragopogon orientalis""]"
1394664,Anthemis tomentosa,Woolly chamomile,3,"[""a photo of Anthemis tomentosa"", ""a close-up photo of Anthemis tomentosa"", ""a wild plant of species Anthemis tomentosa""]"
1363742,Trifolium squarrosum,,3,"[""a photo of Trifolium squarrosum"", ""a close-up photo of Trifolium squarrosum"", ""a wild plant of species Trifolium squarrosum""]"
1742572,Trifolium sylvaticum,,3,"[""a photo of Trifolium sylvaticum"", ""a close-up photo of Trifolium sylvaticum"", ""a wild plant of species Trifolium sylvaticum""]"
1448185,Carpobrotus aequilaterus,Chilean pigface,3,"[""a photo of Carpobrotus aequilaterus"", ""a close-up photo of Carpobrotus aequilaterus"", ""a wild plant of species Carpobrotus aequilaterus""]"
1390226,Taraxacum fasciatum,Dense-bracted dandelion,3,"[""a photo of Taraxacum fasciatum"", ""a close-up photo of Taraxacum fasciatum"", ""a wild plant of species Taraxacum fasciatum""]"
1359506,Trifolium micranthum,Slender trefoil,3,"[""a photo of Trifolium micranthum"", ""a close-up photo of Trifolium micranthum"", ""a wild plant of species Trifolium micranthum""]"
1737483,Viscaria vulgaris,Clammy campion,3,"[""a photo of Viscaria vulgaris"", ""a close-up photo of Viscaria vulgaris"", ""a wild plant of species Viscaria vulgaris""]"
1396854,Trifolium leucanthum,,3,"[""a photo of Trifolium leucanthum"", ""a close-up photo of Trifolium leucanthum"", ""a wild plant of species Trifolium leucanthum""]"
1359487,Trifolium bocconei,Boccone's clover,3,"[""a photo of Trifolium bocconei"", ""a close-up photo of Trifolium bocconei"", ""a wild plant of species Trifolium bocconei""]"
1517486,Pilosella castellana,,3,"[""a photo of Pilosella castellana"", ""a close-up photo of Pilosella castellana"", ""a wild plant of species Pilosella castellana""]"
1564630,Thymus moroderi,,3,"[""a photo of Thymus moroderi"", ""a close-up photo of Thymus moroderi"", ""a wild plant of species Thymus moroderi""]"
1564502,Thymus capitellatus,,3,"[""a photo of Thymus capitellatus"", ""a close-up photo of Thymus capitellatus"", ""a wild plant of species Thymus capitellatus""]"
1390468,Thymelaea coridifolia,,3,"[""a photo of Thymelaea coridifolia"", ""a close-up photo of Thymelaea coridifolia"", ""a wild plant of species Thymelaea coridifolia""]"
1743230,Thinopyrum elongatum,Tall wheatgrass,3,"[""a photo of Thinopyrum elongatum"", ""a close-up photo of Thinopyrum elongatum"", ""a wild plant of species Thinopyrum elongatum""]"
1744204,Thinopyrum curvifolium,,3,"[""a photo of Thinopyrum curvifolium"", ""a close-up photo of Thinopyrum curvifolium"", ""a wild plant of species Thinopyrum curvifolium""]"
1743962,Thapsia gummifera,,3,"[""a photo of Thapsia gummifera"", ""a close-up photo of Thapsia gummifera"", ""a wild plant of species Thapsia gummifera""]"
1743961,Thapsia foetida,,3,"[""a photo of Thapsia foetida"", ""a close-up photo of Thapsia foetida"", ""a wild plant of species Thapsia foetida""]"
1396287,Silene mutabilis,,3,"[""a photo of Silene mutabilis"", ""a close-up photo of Silene mutabilis"", ""a wild plant of species Silene mutabilis""]"
1564415,Teucrium ronnigeri,,3,"[""a photo of Teucrium ronnigeri"", ""a close-up photo of Teucrium ronnigeri"", ""a wild plant of species Teucrium ronnigeri""]"
1564301,Teucrium cossonii,,3,"[""a photo of Teucrium cossonii"", ""a close-up photo of Teucrium cossonii"", ""a wild plant of species Teucrium cossonii""]"
1357072,Spergularia nicaeensis,,3,"[""a photo of Spergularia nicaeensis"", ""a close-up photo of Spergularia nicaeensis"", ""a wild plant of species Spergularia nicaeensis""]"
1393044,Hieracium nobile,,3,"[""a photo of Hieracium nobile"", ""a close-up photo of Hieracium nobile"", ""a wild plant of species Hieracium nobile""]"
1394065,Ophioglossum azoricum,Azores adder's-tongue,3,"[""a photo of Ophioglossum azoricum"", ""a close-up photo of Ophioglossum azoricum"", ""a wild plant of species Ophioglossum azoricum""]"
1563754,Sideritis lasiantha,,3,"[""a photo of Sideritis lasiantha"", ""a close-up photo of Sideritis lasiantha"", ""a wild plant of species Sideritis lasiantha""]"
1389929,Helictochloa versicolor,,3,"[""a photo of Helictochloa versicolor"", ""a close-up photo of Helictochloa versicolor"", ""a wild plant of species Helictochloa versicolor""]"
1356752,Campanula rapunculus,Rampion bellflower,3,"[""a photo of Campanula rapunculus"", ""a close-up photo of Campanula rapunculus"", ""a wild plant of species Campanula rapunculus""]"
1396785,Thymus nitens,,3,"[""a photo of Thymus nitens"", ""a close-up photo of Thymus nitens"", ""a wild plant of species Thymus nitens""]"
1393525,Ligustrum lucidum,Chinese privet,3,"[""a photo of Ligustrum lucidum"", ""a close-up photo of Ligustrum lucidum"", ""a wild plant of species Ligustrum lucidum""]"
