species_id,canonical_scientific,primary_common,n_prompts,prompts
1393247,Hypericum gentianoides,Gentian-leaved st. john's-wort,19,"[""a photo of Hypericum gentianoides"", ""a close-up photo of Hypericum gentianoides"", ""a wild plant of species Hypericum gentianoides"", ""a photo of Gentian-leaved st. john's-wort"", ""a close-up photo of Gentian-leaved st. john's-wort"", ""a wild plant called Gentian-leaved st. john's-wort"", ""a photo of Orange-grass"", ""a close-up photo of Orange-grass"", ""a wild plant called Orange-grass"", ""a photo of Orangegrass"", ""a close-up photo of Orangegrass"", ""a wild plant called Orangegrass"", ""a photo of Pineweed"", ""a close-up photo of Pineweed"", ""a wild plant called Pineweed"", ""a photo of Hypericum gentianoides (Gentian-leaved st. john's-wort)"", ""a close-up photo of Hypericum gentianoides (Gentian-leaved st. john's-wort)"", ""a photo of Hypericum gentianoides, a plant in the family Hypericaceae"", ""a close-up photo of Hypericum gentianoides, a plant in the family Hypericaceae""]"
1419225,Sparaxis bulbifera,Harlequin-flower,10,"[""a photo of Sparaxis bulbifera"", ""a close-up photo of Sparaxis bulbifera"", ""a wild plant of species Sparaxis bulbifera"", ""a photo of Harlequin-flower"", ""a close-up photo of Harlequin-flower"", ""a wild plant called Harlequin-flower"", ""a photo of Sparaxis bulbifera (Harlequin-flower)"", ""a close-up photo of Sparaxis bulbifera (Harlequin-flower)"", ""a photo of Sparaxis bulbifera, a plant in the family Iridaceae"", ""a close-up photo of Sparaxis bulbifera, a plant in the family Iridaceae""]"
1632962,Serapias todaroi,,5,"[""a photo of Serapias todaroi"", ""a close-up photo of Serapias todaroi"", ""a wild plant of species Serapias todaroi"", ""a photo of Serapias todaroi, a plant in the family Orchidaceae"", ""a close-up photo of Serapias todaroi, a plant in the family Orchidaceae""]"
1393958,Nigella nigellastrum,,5,"[""a photo of Nigella nigellastrum"", ""a close-up photo of Nigella nigellastrum"", ""a wild plant of species Nigella nigellastrum"", ""a photo of Nigella nigellastrum, a plant in the family Ranunculaceae"", ""a close-up photo of Nigella nigellastrum, a plant in the family Ranunculaceae""]"
1358708,Hypericum pubescens,,5,"[""a photo of Hypericum pubescens"", ""a close-up photo of Hypericum pubescens"", ""a wild plant of species Hypericum pubescens"", ""a photo of Hypericum pubescens, a plant in the family Hypericaceae"", ""a close-up photo of Hypericum pubescens, a plant in the family Hypericaceae""]"
1356405,Isoetes durieui,,5,"[""a photo of Isoetes durieui"", ""a close-up photo of Isoetes durieui"", ""a wild plant of species Isoetes durieui"", ""a photo of Isoetes durieui, a plant in the family Isoetaceae"", ""a close-up photo of Isoetes durieui, a plant in the family Isoetaceae""]"
1697332,Viola langeana,,5,"[""a photo of Viola langeana"", ""a close-up photo of Viola langeana"", ""a wild plant of species Viola langeana"", ""a photo of Viola langeana, a plant in the family Violaceae"", ""a close-up photo of Viola langeana, a plant in the family Violaceae""]"
1744568,Malva oblongifolia,,5,"[""a photo of Malva oblongifolia"", ""a close-up photo of Malva oblongifolia"", ""a wild plant of species Malva oblongifolia"", ""a photo of Malva oblongifolia, a plant in the family Malvaceae"", ""a close-up photo of Malva oblongifolia, a plant in the family Malvaceae""]"
1363327,Juncus capitatus,Dwarf rush,13,"[""a photo of Juncus capitatus"", ""a close-up photo of Juncus capitatus"", ""a wild plant of species Juncus capitatus"", ""a photo of Dwarf rush"", ""a close-up photo of Dwarf rush"", ""a wild plant called Dwarf rush"", ""a photo of Leafybract dwarf rush"", ""a close-up photo of Leafybract dwarf rush"", ""a wild plant called Leafybract dwarf rush"", ""a photo of Juncus capitatus (Dwarf rush)"", ""a close-up photo of Juncus capitatus (Dwarf rush)"", ""a photo of Juncus capitatus, a plant in the family Juncaceae"", ""a close-up photo of Juncus capitatus, a plant in the family Juncaceae""]"
1391053,Centaurium chloodes,,5,"[""a photo of Centaurium chloodes"", ""a close-up photo of Centaurium chloodes"", ""a wild plant of species Centaurium chloodes"", ""a photo of Centaurium chloodes, a plant in the family Gentianaceae"", ""a close-up photo of Centaurium chloodes, a plant in the family Gentianaceae""]"
1509735,Heliopsis buphthalmoides,,5,"[""a photo of Heliopsis buphthalmoides"", ""a close-up photo of Heliopsis buphthalmoides"", ""a wild plant of species Heliopsis buphthalmoides"", ""a photo of Heliopsis buphthalmoides, a plant in the family Asteraceae"", ""a close-up photo of Heliopsis buphthalmoides, a plant in the family Asteraceae""]"
1545740,Euphorbia oxyphylla,,5,"[""a photo of Euphorbia oxyphylla"", ""a close-up photo of Euphorbia oxyphylla"", ""a wild plant of species Euphorbia oxyphylla"", ""a photo of Euphorbia oxyphylla, a plant in the family Euphorbiaceae"", ""a close-up photo of Euphorbia oxyphylla, a plant in the family Euphorbiaceae""]"
1654025,Poa austrohercynica,,5,"[""a photo of Poa austrohercynica"", ""a close-up photo of Poa austrohercynica"", ""a wild plant of species Poa austrohercynica"", ""a photo of Poa austrohercynica, a plant in the family Poaceae"", ""a close-up photo of Poa austrohercynica, a plant in the family Poaceae""]"
1628956,Orchis penzigiana,,5,"[""a photo of Orchis penzigiana"", ""a close-up photo of Orchis penzigiana"", ""a wild plant of species Orchis penzigiana"", ""a photo of Orchis penzigiana, a plant in the family Orchidaceae"", ""a close-up photo of Orchis penzigiana, a plant in the family Orchidaceae""]"
1389505,Centaurea trichocephala,Feather-head knapweed,10,"[""a photo of Centaurea trichocephala"", ""a close-up photo of Centaurea trichocephala"", ""a wild plant of species Centaurea trichocephala"", ""a photo of Feather-head knapweed"", ""a close-up photo of Feather-head knapweed"", ""a wild plant called Feather-head knapweed"", ""a photo of Centaurea trichocephala (Feather-head knapweed)"", ""a close-up photo of Centaurea trichocephala (Feather-head knapweed)"", ""a photo of Centaurea trichocephala, a plant in the family Asteraceae"", ""a close-up photo of Centaurea trichocephala, a plant in the family Asteraceae""]"
1425484,Rosa pulverulenta,Bodur gül,10,"[""a photo of Rosa pulverulenta"", ""a close-up photo of Rosa pulverulenta"", ""a wild plant of species Rosa pulverulenta"", ""a photo of Bodur g\u00fcl"", ""a close-up photo of Bodur g\u00fcl"", ""a wild plant called Bodur g\u00fcl"", ""a photo of Rosa pulverulenta (Bodur g\u00fcl)"", ""a close-up photo of Rosa pulverulenta (Bodur g\u00fcl)"", ""a photo of Rosa pulverulenta, a plant in the family Rosaceae"", ""a close-up photo of Rosa pulverulenta, a plant in the family Rosaceae""]"
1396045,Saxifraga valdensis,,5,"[""a photo of Saxifraga valdensis"", ""a close-up photo of Saxifraga valdensis"", ""a wild plant of species Saxifraga valdensis"", ""a photo of Saxifraga valdensis, a plant in the family Saxifragaceae"", ""a close-up photo of Saxifraga valdensis, a plant in the family Saxifragaceae""]"
1357432,Centaurea maroccana,,5,"[""a photo of Centaurea maroccana"", ""a close-up photo of Centaurea maroccana"", ""a wild plant of species Centaurea maroccana"", ""a photo of Centaurea maroccana, a plant in the family Asteraceae"", ""a close-up photo of Centaurea maroccana, a plant in the family Asteraceae""]"
1397409,Iberis aurosica,,5,"[""a photo of Iberis aurosica"", ""a close-up photo of Iberis aurosica"", ""a wild plant of species Iberis aurosica"", ""a photo of Iberis aurosica, a plant in the family Brassicaceae"", ""a close-up photo of Iberis aurosica, a plant in the family Brassicaceae""]"
1390993,Centaurea corymbosa,,5,"[""a photo of Centaurea corymbosa"", ""a close-up photo of Centaurea corymbosa"", ""a wild plant of species Centaurea corymbosa"", ""a photo of Centaurea corymbosa, a plant in the family Asteraceae"", ""a close-up photo of Centaurea corymbosa, a plant in the family Asteraceae""]"
1398988,Ribes sardoum,Sardinian currant,10,"[""a photo of Ribes sardoum"", ""a close-up photo of Ribes sardoum"", ""a wild plant of species Ribes sardoum"", ""a photo of Sardinian currant"", ""a close-up photo of Sardinian currant"", ""a wild plant called Sardinian currant"", ""a photo of Ribes sardoum (Sardinian currant)"", ""a close-up photo of Ribes sardoum (Sardinian currant)"", ""a photo of Ribes sardoum, a plant in the family Grossulariaceae"", ""a close-up photo of Ribes sardoum, a plant in the family Grossulariaceae""]"
1357003,Silene inaperta,,5,"[""a photo of Silene inaperta"", ""a close-up photo of Silene inaperta"", ""a wild plant of species Silene inaperta"", ""a photo of Silene inaperta, a plant in the family Caryophyllaceae"", ""a close-up photo of Silene inaperta, a plant in the family Caryophyllaceae""]"
1357095,Ceratophyllum submersum,Soft hornwort,13,"[""a photo of Ceratophyllum submersum"", ""a close-up photo of Ceratophyllum submersum"", ""a wild plant of species Ceratophyllum submersum"", ""a photo of Soft hornwort"", ""a close-up photo of Soft hornwort"", ""a wild plant called Soft hornwort"", ""a photo of Spineless hornwort"", ""a close-up photo of Spineless hornwort"", ""a wild plant called Spineless hornwort"", ""a photo of Ceratophyllum submersum (Soft hornwort)"", ""a close-up photo of Ceratophyllum submersum (Soft hornwort)"", ""a photo of Ceratophyllum submersum, a plant in the family Ceratophyllaceae"", ""a close-up photo of Ceratophyllum submersum, a plant in the family Ceratophyllaceae""]"
1738192,Lycopodium zeilleri,Zeiller's clubmoss,10,"[""a photo of Lycopodium zeilleri"", ""a close-up photo of Lycopodium zeilleri"", ""a wild plant of species Lycopodium zeilleri"", ""a photo of Zeiller's clubmoss"", ""a close-up photo of Zeiller's clubmoss"", ""a wild plant called Zeiller's clubmoss"", ""a photo of Lycopodium zeilleri (Zeiller's clubmoss)"", ""a close-up photo of Lycopodium zeilleri (Zeiller's clubmoss)"", ""a photo of Lycopodium zeilleri, a plant in the family Lycopodiaceae"", ""a close-up photo of Lycopodium zeilleri, a plant in the family Lycopodiaceae""]"
1399771,Astragalus balearicus,,5,"[""a photo of Astragalus balearicus"", ""a close-up photo of Astragalus balearicus"", ""a wild plant of species Astragalus balearicus"", ""a photo of Astragalus balearicus, a plant in the family Fabaceae"", ""a close-up photo of Astragalus balearicus, a plant in the family Fabaceae""]"
1362034,Jacobaea delphiniifolia,,5,"[""a photo of Jacobaea delphiniifolia"", ""a close-up photo of Jacobaea delphiniifolia"", ""a wild plant of species Jacobaea delphiniifolia"", ""a photo of Jacobaea delphiniifolia, a plant in the family Asteraceae"", ""a close-up photo of Jacobaea delphiniifolia, a plant in the family Asteraceae""]"
1359606,Ammannia auriculata,Eared redstem,13,"[""a photo of Ammannia auriculata"", ""a close-up photo of Ammannia auriculata"", ""a wild plant of species Ammannia auriculata"", ""a photo of Eared redstem"", ""a close-up photo of Eared redstem"", ""a wild plant called Eared redstem"", ""a photo of Earleaf ammannia"", ""a close-up photo of Earleaf ammannia"", ""a wild plant called Earleaf ammannia"", ""a photo of Ammannia auriculata (Eared redstem)"", ""a close-up photo of Ammannia auriculata (Eared redstem)"", ""a photo of Ammannia auriculata, a plant in the family Lythraceae"", ""a close-up photo of Ammannia auriculata, a plant in the family Lythraceae""]"
1394908,Primula halleri,,5,"[""a photo of Primula halleri"", ""a close-up photo of Primula halleri"", ""a wild plant of species Primula halleri"", ""a photo of Primula halleri, a plant in the family Primulaceae"", ""a close-up photo of Primula halleri, a plant in the family Primulaceae""]"
1478565,Myosotis soleirolii,,5,"[""a photo of Myosotis soleirolii"", ""a close-up photo of Myosotis soleirolii"", ""a wild plant of species Myosotis soleirolii"", ""a photo of Myosotis soleirolii, a plant in the family Boraginaceae"", ""a close-up photo of Myosotis soleirolii, a plant in the family Boraginaceae""]"
1358163,Alyssum serpyllifolium,,5,"[""a photo of Alyssum serpyllifolium"", ""a close-up photo of Alyssum serpyllifolium"", ""a wild plant of species Alyssum serpyllifolium"", ""a photo of Alyssum serpyllifolium, a plant in the family Brassicaceae"", ""a close-up photo of Alyssum serpyllifolium, a plant in the family Brassicaceae""]"
1481080,Iberis bernardiana,,5,"[""a photo of Iberis bernardiana"", ""a close-up photo of Iberis bernardiana"", ""a wild plant of species Iberis bernardiana"", ""a photo of Iberis bernardiana, a plant in the family Brassicaceae"", ""a close-up photo of Iberis bernardiana, a plant in the family Brassicaceae""]"
1391101,Cerinthe tenuiflora,,5,"[""a photo of Cerinthe tenuiflora"", ""a close-up photo of Cerinthe tenuiflora"", ""a wild plant of species Cerinthe tenuiflora"", ""a photo of Cerinthe tenuiflora, a plant in the family Boraginaceae"", ""a close-up photo of Cerinthe tenuiflora, a plant in the family Boraginaceae""]"
1356919,Petrorhagia dubia,Hairy pink,19,"[""a photo of Petrorhagia dubia"", ""a close-up photo of Petrorhagia dubia"", ""a wild plant of species Petrorhagia dubia"", ""a photo of Hairy pink"", ""a close-up photo of Hairy pink"", ""a wild plant called Hairy pink"", ""a photo of Hairypink"", ""a close-up photo of Hairypink"", ""a wild plant called Hairypink"", ""a photo of Hairy-pink"", ""a close-up photo of Hairy-pink"", ""a wild plant called Hairy-pink"", ""a photo of Proliferous-pink"", ""a close-up photo of Proliferous-pink"", ""a wild plant called Proliferous-pink"", ""a photo of Petrorhagia dubia (Hairy pink)"", ""a close-up photo of Petrorhagia dubia (Hairy pink)"", ""a photo of Petrorhagia dubia, a plant in the family Caryophyllaceae"", ""a close-up photo of Petrorhagia dubia, a plant in the family Caryophyllaceae""]"
1392307,Festuca heteromalla,,5,"[""a photo of Festuca heteromalla"", ""a close-up photo of Festuca heteromalla"", ""a wild plant of species Festuca heteromalla"", ""a photo of Festuca heteromalla, a plant in the family Poaceae"", ""a close-up photo of Festuca heteromalla, a plant in the family Poaceae""]"
1545592,Euphorbia matritensis,,5,"[""a photo of Euphorbia matritensis"", ""a close-up photo of Euphorbia matritensis"", ""a wild plant of species Euphorbia matritensis"", ""a photo of Euphorbia matritensis, a plant in the family Euphorbiaceae"", ""a close-up photo of Euphorbia matritensis, a plant in the family Euphorbiaceae""]"
1744049,Tanacetum microphyllum,,5,"[""a photo of Tanacetum microphyllum"", ""a close-up photo of Tanacetum microphyllum"", ""a wild plant of species Tanacetum microphyllum"", ""a photo of Tanacetum microphyllum, a plant in the family Asteraceae"", ""a close-up photo of Tanacetum microphyllum, a plant in the family Asteraceae""]"
1357445,Centaurea polyacantha,,5,"[""a photo of Centaurea polyacantha"", ""a close-up photo of Centaurea polyacantha"", ""a wild plant of species Centaurea polyacantha"", ""a photo of Centaurea polyacantha, a plant in the family Asteraceae"", ""a close-up photo of Centaurea polyacantha, a plant in the family Asteraceae""]"
1744353,Vella aspera,,5,"[""a photo of Vella aspera"", ""a close-up photo of Vella aspera"", ""a wild plant of species Vella aspera"", ""a photo of Vella aspera, a plant in the family Brassicaceae"", ""a close-up photo of Vella aspera, a plant in the family Brassicaceae""]"
